"","SEX","MAJOR","ACCEPT"
"2127","female","C        ","no"
"2128","female","C        ","no"
"2129","female","C        ","no"
"2130","female","C        ","no"
"2131","female","C        ","no"
"2132","female","C        ","no"
"2133","female","C        ","no"
"2134","female","C        ","no"
"2135","female","C        ","no"
"2136","female","C        ","no"
"2137","female","C        ","no"
"2138","female","C        ","no"
"2139","female","C        ","no"
"2140","female","C        ","no"
"2141","female","C        ","no"
"2142","female","C        ","no"
"2143","female","C        ","no"
"2144","female","C        ","no"
"2145","female","C        ","no"
"2146","female","C        ","no"
"2147","female","C        ","no"
"2148","female","C        ","no"
"2149","female","C        ","no"
"2150","female","C        ","no"
"2151","female","C        ","no"
"2152","female","C        ","no"
"2153","female","C        ","no"
"2154","female","C        ","no"
"2155","female","C        ","no"
"2156","female","C        ","no"
"2157","female","C        ","no"
"2158","female","C        ","no"
"2159","female","C        ","no"
"2160","female","C        ","no"
"2161","female","C        ","no"
"2162","female","C        ","no"
"2163","female","C        ","no"
"2164","female","C        ","no"
"2165","female","C        ","no"
"2166","female","C        ","no"
"2167","female","C        ","no"
"2168","female","C        ","no"
"2169","female","C        ","no"
"2170","female","C        ","no"
"2171","female","C        ","no"
"2172","female","C        ","no"
"2173","female","C        ","no"
"2174","female","C        ","no"
"2175","female","C        ","no"
"2176","female","C        ","no"
"2177","female","C        ","no"
"2178","female","C        ","no"
"2179","female","C        ","no"
"2180","female","C        ","no"
"2181","female","C        ","no"
"2182","female","C        ","no"
"2183","female","C        ","no"
"2184","female","C        ","no"
"2185","female","C        ","no"
"2186","female","C        ","no"
"2187","female","C        ","no"
"2188","female","C        ","no"
"2189","female","C        ","no"
"2190","female","C        ","no"
"2191","female","C        ","no"
"2192","female","C        ","no"
"2193","female","C        ","no"
"2194","female","C        ","no"
"2195","female","C        ","no"
"2196","female","C        ","no"
"2197","female","C        ","no"
"2198","female","C        ","no"
"2199","female","C        ","no"
"2200","female","C        ","no"
"2201","female","C        ","no"
"2202","female","C        ","no"
"2203","female","C        ","no"
"2204","female","C        ","no"
"2205","female","C        ","no"
"2206","female","C        ","no"
"2207","female","C        ","no"
"2208","female","C        ","no"
"2209","female","C        ","no"
"2210","female","C        ","no"
"2211","female","C        ","no"
"2212","female","C        ","no"
"2213","female","C        ","no"
"2214","female","C        ","no"
"2215","female","C        ","no"
"2216","female","C        ","no"
"2217","female","C        ","no"
"2218","female","C        ","no"
"2219","female","C        ","no"
"2220","female","C        ","no"
"2221","female","C        ","no"
"2222","female","C        ","no"
"2223","female","C        ","no"
"2224","female","C        ","no"
"2225","female","C        ","no"
"2226","female","C        ","no"
"2227","female","C        ","no"
"2228","female","C        ","no"
"2229","female","C        ","no"
"2230","female","C        ","no"
"2231","female","C        ","no"
"2232","female","C        ","no"
"2233","female","C        ","no"
"2234","female","C        ","no"
"2235","female","C        ","no"
"2236","female","C        ","no"
"2237","female","C        ","no"
"2238","female","C        ","no"
"2239","female","C        ","no"
"2240","female","C        ","no"
"2241","female","C        ","no"
"2242","female","C        ","no"
"2243","female","C        ","no"
"2244","female","C        ","no"
"2245","female","C        ","no"
"2246","female","C        ","no"
"2247","female","C        ","no"
"2248","female","C        ","no"
"2249","female","C        ","no"
"2250","female","C        ","no"
"2251","female","C        ","no"
"2252","female","C        ","no"
"2253","female","C        ","no"
"2254","female","C        ","no"
"2255","female","C        ","no"
"2256","female","C        ","no"
"2257","female","C        ","no"
"2258","female","C        ","no"
"2259","female","C        ","no"
"2260","female","C        ","no"
"2261","female","C        ","no"
"2262","female","C        ","no"
"2263","female","C        ","no"
"2264","female","C        ","no"
"2265","female","C        ","no"
"2266","female","C        ","no"
"2267","female","C        ","no"
"2268","female","C        ","no"
"2269","female","C        ","no"
"2270","female","C        ","no"
"2271","female","C        ","no"
"2272","female","C        ","no"
"2273","female","C        ","no"
"2274","female","C        ","no"
"2275","female","C        ","no"
"2276","female","C        ","no"
"2277","female","C        ","no"
"2278","female","C        ","no"
"2279","female","C        ","no"
"2280","female","C        ","no"
"2281","female","C        ","no"
"2282","female","C        ","no"
"2283","female","C        ","no"
"2284","female","C        ","no"
"2285","female","C        ","no"
"2286","female","C        ","no"
"2287","female","C        ","no"
"2288","female","C        ","no"
"2289","female","C        ","no"
"2290","female","C        ","no"
"2291","female","C        ","no"
"2292","female","C        ","no"
"2293","female","C        ","no"
"2294","female","C        ","no"
"2295","female","C        ","no"
"2296","female","C        ","no"
"2297","female","C        ","no"
"2298","female","C        ","no"
"2299","female","C        ","no"
"2300","female","C        ","no"
"2301","female","C        ","no"
"2302","female","C        ","no"
"2303","female","C        ","no"
"2304","female","C        ","no"
"2305","female","C        ","no"
"2306","female","C        ","no"
"2307","female","C        ","no"
"2308","female","C        ","no"
"2309","female","C        ","no"
"2310","female","C        ","no"
"2311","female","C        ","no"
"2312","female","C        ","no"
"2313","female","C        ","no"
"2314","female","C        ","no"
"2315","female","C        ","no"
"2316","female","C        ","no"
"2317","female","C        ","no"
"2318","female","C        ","no"
"2319","female","C        ","no"
"2320","female","C        ","no"
"2321","female","C        ","no"
"2322","female","C        ","no"
"2323","female","C        ","no"
"2324","female","C        ","no"
"2325","female","C        ","no"
"2326","female","C        ","no"
"2327","female","C        ","no"
"2328","female","C        ","no"
"2329","female","C        ","no"
"2330","female","C        ","no"
"2331","female","C        ","no"
"2332","female","C        ","no"
"2333","female","C        ","no"
"2334","female","C        ","no"
"2335","female","C        ","no"
"2336","female","C        ","no"
"2337","female","C        ","no"
"2338","female","C        ","no"
"2339","female","C        ","no"
"2340","female","C        ","no"
"2341","female","C        ","no"
"2342","female","C        ","no"
"2343","female","C        ","no"
"2344","female","C        ","no"
"2345","female","C        ","no"
"2346","female","C        ","no"
"2347","female","C        ","no"
"2348","female","C        ","no"
"2349","female","C        ","no"
"2350","female","C        ","no"
"2351","female","C        ","no"
"2352","female","C        ","no"
"2353","female","C        ","no"
"2354","female","C        ","no"
"2355","female","C        ","no"
"2356","female","C        ","no"
"2357","female","C        ","no"
"2358","female","C        ","no"
"2359","female","C        ","no"
"2360","female","C        ","no"
"2361","female","C        ","no"
"2362","female","C        ","no"
"2363","female","C        ","no"
"2364","female","C        ","no"
"2365","female","C        ","no"
"2366","female","C        ","no"
"2367","female","C        ","no"
"2368","female","C        ","no"
"2369","female","C        ","no"
"2370","female","C        ","no"
"2371","female","C        ","no"
"2372","female","C        ","no"
"2373","female","C        ","no"
"2374","female","C        ","no"
"2375","female","C        ","no"
"2376","female","C        ","no"
"2377","female","C        ","no"
"2378","female","C        ","no"
"2379","female","C        ","no"
"2380","female","C        ","no"
"2381","female","C        ","no"
"2382","female","C        ","no"
"2383","female","C        ","no"
"2384","female","C        ","no"
"2385","female","C        ","no"
"2386","female","C        ","no"
"2387","female","C        ","no"
"2388","female","C        ","no"
"2389","female","C        ","no"
"2390","female","C        ","no"
"2391","female","C        ","no"
"2392","female","C        ","no"
"2393","female","C        ","no"
"2394","female","C        ","no"
"2395","female","C        ","no"
"2396","female","C        ","no"
"2397","female","C        ","no"
"2398","female","C        ","no"
"2399","female","C        ","no"
"2400","female","C        ","no"
"2401","female","C        ","no"
"2402","female","C        ","no"
"2403","female","C        ","no"
"2404","female","C        ","no"
"2405","female","C        ","no"
"2406","female","C        ","no"
"2407","female","C        ","no"
"2408","female","C        ","no"
"2409","female","C        ","no"
"2410","female","C        ","no"
"2411","female","C        ","no"
"2412","female","C        ","no"
"2413","female","C        ","no"
"2414","female","C        ","no"
"2415","female","C        ","no"
"2416","female","C        ","no"
"2417","female","C        ","no"
"2418","female","C        ","no"
"2419","female","C        ","no"
"2420","female","C        ","no"
"2421","female","C        ","no"
"2422","female","C        ","no"
"2423","female","C        ","no"
"2424","female","C        ","no"
"2425","female","C        ","no"
"2426","female","C        ","no"
"2427","female","C        ","no"
"2428","female","C        ","no"
"2429","female","C        ","no"
"2430","female","C        ","no"
"2431","female","C        ","no"
"2432","female","C        ","no"
"2433","female","C        ","no"
"2434","female","C        ","no"
"2435","female","C        ","no"
"2436","female","C        ","no"
"2437","male","D        ","yes"
"2438","male","D        ","yes"
"2439","male","D        ","yes"
"2440","male","D        ","yes"
"2441","male","D        ","yes"
"2442","male","D        ","yes"
"2443","male","D        ","yes"
"2444","male","D        ","yes"
"2445","male","D        ","yes"
"2446","male","D        ","yes"
"2447","male","D        ","yes"
"2448","male","D        ","yes"
"2449","male","D        ","yes"
"2450","male","D        ","yes"
"2451","male","D        ","yes"
"2452","male","D        ","yes"
"2453","male","D        ","yes"
"2454","male","D        ","yes"
"2455","male","D        ","yes"
"2456","male","D        ","yes"
"2457","male","D        ","yes"
"2458","male","D        ","yes"
"2459","male","D        ","yes"
"2460","male","D        ","yes"
"2461","male","D        ","yes"
"2462","male","D        ","yes"
"2463","male","D        ","yes"
"2464","male","D        ","yes"
"2465","male","D        ","yes"
"2466","male","D        ","yes"
"2467","male","D        ","yes"
"2468","male","D        ","yes"
"2469","male","D        ","yes"
"2470","male","D        ","yes"
"2471","male","D        ","yes"
"2472","male","D        ","yes"
"2473","male","D        ","yes"
"2474","male","D        ","yes"
"2475","male","D        ","yes"
"2476","male","D        ","yes"
"2477","male","D        ","yes"
"2478","male","D        ","yes"
"2479","male","D        ","yes"
"2480","male","D        ","yes"
"2481","male","D        ","yes"
"2482","male","D        ","yes"
"2483","male","D        ","yes"
"2484","male","D        ","yes"
"2485","male","D        ","yes"
"2486","male","D        ","yes"
"2487","male","D        ","yes"
"2488","male","D        ","yes"
"2489","male","D        ","yes"
"2490","male","D        ","yes"
"2491","male","D        ","yes"
"2492","male","D        ","yes"
"2493","male","D        ","yes"
"2494","male","D        ","yes"
"2495","male","D        ","yes"
"2496","male","D        ","yes"
"2497","male","D        ","yes"
"2498","male","D        ","yes"
"2499","male","D        ","yes"
"2500","male","D        ","yes"
"2501","male","D        ","yes"
"2502","male","D        ","yes"
"2503","male","D        ","yes"
"2504","male","D        ","yes"
"2505","male","D        ","yes"
"2506","male","D        ","yes"
"2507","male","D        ","yes"
"2508","male","D        ","yes"
"2509","male","D        ","yes"
"2510","male","D        ","yes"
"2511","male","D        ","yes"
"2512","male","D        ","yes"
"2513","male","D        ","yes"
"2514","male","D        ","yes"
"2515","male","D        ","yes"
"2516","male","D        ","yes"
"2517","male","D        ","yes"
"2518","male","D        ","yes"
"2519","male","D        ","yes"
"2520","male","D        ","yes"
"2521","male","D        ","yes"
"2522","male","D        ","yes"
"2523","male","D        ","yes"
"2524","male","D        ","yes"
"2525","male","D        ","yes"
"2526","male","D        ","yes"
"2527","male","D        ","yes"
"2528","male","D        ","yes"
"2529","male","D        ","yes"
"2530","male","D        ","yes"
"2531","male","D        ","yes"
"2532","male","D        ","yes"
"2533","male","D        ","yes"
"2534","male","D        ","yes"
"2535","male","D        ","yes"
"2536","male","D        ","yes"
"2537","male","D        ","yes"
"2538","male","D        ","yes"
"2539","male","D        ","yes"
"2540","male","D        ","yes"
"2541","male","D        ","yes"
"2542","male","D        ","yes"
"2543","male","D        ","yes"
"2544","male","D        ","yes"
"2545","male","D        ","yes"
"2546","male","D        ","yes"
"2547","male","D        ","yes"
"2548","male","D        ","yes"
"2549","male","D        ","yes"
"2550","male","D        ","yes"
"2551","male","D        ","yes"
"2552","male","D        ","yes"
"2553","male","D        ","yes"
"2554","male","D        ","yes"
"2555","male","D        ","yes"
"2556","male","D        ","yes"
"2557","male","D        ","yes"
"2558","male","D        ","yes"
"2559","male","D        ","yes"
"2560","male","D        ","yes"
"2561","male","D        ","yes"
"2562","male","D        ","yes"
"2563","male","D        ","yes"
"2564","male","D        ","yes"
"2565","male","D        ","yes"
"2566","male","D        ","yes"
"2567","male","D        ","yes"
"2568","male","D        ","yes"
"2569","male","D        ","yes"
"2570","male","D        ","yes"
"2571","male","D        ","yes"
"2572","male","D        ","yes"
"2573","male","D        ","yes"
"2574","male","D        ","yes"
"2575","male","D        ","no"
"2576","male","D        ","no"
"2577","male","D        ","no"
"2578","male","D        ","no"
"2579","male","D        ","no"
"2580","male","D        ","no"
"2581","male","D        ","no"
"2582","male","D        ","no"
"2583","male","D        ","no"
"2584","male","D        ","no"
"2585","male","D        ","no"
"2586","male","D        ","no"
"2587","male","D        ","no"
"2588","male","D        ","no"
"2589","male","D        ","no"
"2590","male","D        ","no"
"2591","male","D        ","no"
"2592","male","D        ","no"
"2593","male","D        ","no"
"2594","male","D        ","no"
"2595","male","D        ","no"
"2596","male","D        ","no"
"2597","male","D        ","no"
"2598","male","D        ","no"
"2599","male","D        ","no"
"2600","male","D        ","no"
"2601","male","D        ","no"
"2602","male","D        ","no"
"2603","male","D        ","no"
"2604","male","D        ","no"
"2605","male","D        ","no"
"2606","male","D        ","no"
"2607","male","D        ","no"
"2608","male","D        ","no"
"2609","male","D        ","no"
"2610","male","D        ","no"
"2611","male","D        ","no"
"2612","male","D        ","no"
"2613","male","D        ","no"
"2614","male","D        ","no"
"2615","male","D        ","no"
"2616","male","D        ","no"
"2617","male","D        ","no"
"2618","male","D        ","no"
"2619","male","D        ","no"
"2620","male","D        ","no"
"2621","male","D        ","no"
"2622","male","D        ","no"
"2623","male","D        ","no"
"2624","male","D        ","no"
"2625","male","D        ","no"
"2626","male","D        ","no"
"2627","male","D        ","no"
"2628","male","D        ","no"
"2629","male","D        ","no"
"2630","male","D        ","no"
"2631","male","D        ","no"
"2632","male","D        ","no"
"2633","male","D        ","no"
"2634","male","D        ","no"
"2635","male","D        ","no"
"2636","male","D        ","no"
"2637","male","D        ","no"
"2638","male","D        ","no"
"2639","male","D        ","no"
"2640","male","D        ","no"
"2641","male","D        ","no"
"2642","male","D        ","no"
"2643","male","D        ","no"
"2644","male","D        ","no"
"2645","male","D        ","no"
"2646","male","D        ","no"
"2647","male","D        ","no"
"2648","male","D        ","no"
"2649","male","D        ","no"
"2650","male","D        ","no"
"2651","male","D        ","no"
"2652","male","D        ","no"
"2653","male","D        ","no"
"2654","male","D        ","no"
"2655","male","D        ","no"
"2656","male","D        ","no"
"2657","male","D        ","no"
"2658","male","D        ","no"
"2659","male","D        ","no"
"2660","male","D        ","no"
"2661","male","D        ","no"
"2662","male","D        ","no"
"2663","male","D        ","no"
"2664","male","D        ","no"
"2665","male","D        ","no"
"2666","male","D        ","no"
"2667","male","D        ","no"
"2668","male","D        ","no"
"2669","male","D        ","no"
"2670","male","D        ","no"
"2671","male","D        ","no"
"2672","male","D        ","no"
"2673","male","D        ","no"
"2674","male","D        ","no"
"2675","male","D        ","no"
"2676","male","D        ","no"
"2677","male","D        ","no"
"2678","male","D        ","no"
"2679","male","D        ","no"
"2680","male","D        ","no"
"2681","male","D        ","no"
"2682","male","D        ","no"
"2683","male","D        ","no"
"2684","male","D        ","no"
"2685","male","D        ","no"
"2686","male","D        ","no"
"2687","male","D        ","no"
"2688","male","D        ","no"
"2689","male","D        ","no"
"2690","male","D        ","no"
"2691","male","D        ","no"
"2692","male","D        ","no"
"2693","male","D        ","no"
"2694","male","D        ","no"
"2695","male","D        ","no"
"2696","male","D        ","no"
"2697","male","D        ","no"
"2698","male","D        ","no"
"2699","male","D        ","no"
"2700","male","D        ","no"
"2701","male","D        ","no"
"2702","male","D        ","no"
"2703","male","D        ","no"
"2704","male","D        ","no"
"2705","male","D        ","no"
"2706","male","D        ","no"
"2707","male","D        ","no"
"2708","male","D        ","no"
"2709","male","D        ","no"
"2710","male","D        ","no"
"2711","male","D        ","no"
"2712","male","D        ","no"
"2713","male","D        ","no"
"2714","male","D        ","no"
"2715","male","D        ","no"
"2716","male","D        ","no"
"2717","male","D        ","no"
"2718","male","D        ","no"
"2719","male","D        ","no"
"2720","male","D        ","no"
"2721","male","D        ","no"
"2722","male","D        ","no"
"2723","male","D        ","no"
"2724","male","D        ","no"
"2725","male","D        ","no"
"2726","male","D        ","no"
"2727","male","D        ","no"
"2728","male","D        ","no"
"2729","male","D        ","no"
"2730","male","D        ","no"
"2731","male","D        ","no"
"2732","male","D        ","no"
"2733","male","D        ","no"
"2734","male","D        ","no"
"2735","male","D        ","no"
"2736","male","D        ","no"
"2737","male","D        ","no"
"2738","male","D        ","no"
"2739","male","D        ","no"
"2740","male","D        ","no"
"2741","male","D        ","no"
"2742","male","D        ","no"
"2743","male","D        ","no"
"2744","male","D        ","no"
"2745","male","D        ","no"
"2746","male","D        ","no"
"2747","male","D        ","no"
"2748","male","D        ","no"
"2749","male","D        ","no"
"2750","male","D        ","no"
"2751","male","D        ","no"
"2752","male","D        ","no"
"2753","male","D        ","no"
"2754","male","D        ","no"
"2755","male","D        ","no"
"2756","male","D        ","no"
"2757","male","D        ","no"
"2758","male","D        ","no"
"2759","male","D        ","no"
"2760","male","D        ","no"
"2761","male","D        ","no"
"2762","male","D        ","no"
"2763","male","D        ","no"
"2764","male","D        ","no"
"2765","male","D        ","no"
"2766","male","D        ","no"
"2767","male","D        ","no"
"2768","male","D        ","no"
"2769","male","D        ","no"
"2770","male","D        ","no"
"2771","male","D        ","no"
"2772","male","D        ","no"
"2773","male","D        ","no"
"2774","male","D        ","no"
"2775","male","D        ","no"
"2776","male","D        ","no"
"2777","male","D        ","no"
"2778","male","D        ","no"
"2779","male","D        ","no"
"2780","male","D        ","no"
"2781","male","D        ","no"
"2782","male","D        ","no"
"2783","male","D        ","no"
"2784","male","D        ","no"
"2785","male","D        ","no"
"2786","male","D        ","no"
"2787","male","D        ","no"
"2788","male","D        ","no"
"2789","male","D        ","no"
"2790","male","D        ","no"
"2791","male","D        ","no"
"2792","male","D        ","no"
"2793","male","D        ","no"
"2794","male","D        ","no"
"2795","male","D        ","no"
"2796","male","D        ","no"
"2797","male","D        ","no"
"2798","male","D        ","no"
"2799","male","D        ","no"
"2800","male","D        ","no"
"2801","male","D        ","no"
"2802","male","D        ","no"
"2803","male","D        ","no"
"2804","male","D        ","no"
"2805","male","D        ","no"
"2806","male","D        ","no"
"2807","male","D        ","no"
"2808","male","D        ","no"
"2809","male","D        ","no"
"2810","male","D        ","no"
"2811","male","D        ","no"
"2812","male","D        ","no"
"2813","male","D        ","no"
"2814","male","D        ","no"
"2815","male","D        ","no"
"2816","male","D        ","no"
"2817","male","D        ","no"
"2818","male","D        ","no"
"2819","male","D        ","no"
"2820","male","D        ","no"
"2821","male","D        ","no"
"2822","male","D        ","no"
"2823","male","D        ","no"
"2824","male","D        ","no"
"2825","male","D        ","no"
"2826","male","D        ","no"
"2827","male","D        ","no"
"2828","male","D        ","no"
"2829","male","D        ","no"
"2830","male","D        ","no"
"2831","male","D        ","no"
"2832","male","D        ","no"
"2833","male","D        ","no"
"2834","male","D        ","no"
"2835","male","D        ","no"
"2836","male","D        ","no"
"2837","male","D        ","no"
"2838","male","D        ","no"
"2839","male","D        ","no"
"2840","male","D        ","no"
"2841","male","D        ","no"
"2842","male","D        ","no"
"2843","male","D        ","no"
"2844","male","D        ","no"
"2845","male","D        ","no"
"2846","male","D        ","no"
"2847","male","D        ","no"
"2848","male","D        ","no"
"2849","male","D        ","no"
"2850","male","D        ","no"
"2851","male","D        ","no"
"2852","male","D        ","no"
"2853","male","D        ","no"
"2854","female","D        ","yes"
"2855","female","D        ","yes"
"2856","female","D        ","yes"
"2857","female","D        ","yes"
"2858","female","D        ","yes"
"2859","female","D        ","yes"
"2860","female","D        ","yes"
"2861","female","D        ","yes"
"2862","female","D        ","yes"
"2863","female","D        ","yes"
"2864","female","D        ","yes"
"2865","female","D        ","yes"
"2866","female","D        ","yes"
"2867","female","D        ","yes"
"2868","female","D        ","yes"
"2869","female","D        ","yes"
"2870","female","D        ","yes"
"2871","female","D        ","yes"
"2872","female","D        ","yes"
"2873","female","D        ","yes"
"2874","female","D        ","yes"
"2875","female","D        ","yes"
"2876","female","D        ","yes"
"2877","female","D        ","yes"
"2878","female","D        ","yes"
"2879","female","D        ","yes"
"2880","female","D        ","yes"
"2881","female","D        ","yes"
"2882","female","D        ","yes"
"2883","female","D        ","yes"
"2884","female","D        ","yes"
"2885","female","D        ","yes"
"2886","female","D        ","yes"
"2887","female","D        ","yes"
"2888","female","D        ","yes"
"2889","female","D        ","yes"
"2890","female","D        ","yes"
"2891","female","D        ","yes"
"2892","female","D        ","yes"
"2893","female","D        ","yes"
"2894","female","D        ","yes"
"2895","female","D        ","yes"
"2896","female","D        ","yes"
"2897","female","D        ","yes"
"2898","female","D        ","yes"
"2899","female","D        ","yes"
"2900","female","D        ","yes"
"2901","female","D        ","yes"
"2902","female","D        ","yes"
"2903","female","D        ","yes"
"2904","female","D        ","yes"
"2905","female","D        ","yes"
"2906","female","D        ","yes"
"2907","female","D        ","yes"
"2908","female","D        ","yes"
"2909","female","D        ","yes"
"2910","female","D        ","yes"
"2911","female","D        ","yes"
"2912","female","D        ","yes"
"2913","female","D        ","yes"
"2914","female","D        ","yes"
"2915","female","D        ","yes"
"2916","female","D        ","yes"
"2917","female","D        ","yes"
"2918","female","D        ","yes"
"2919","female","D        ","yes"
"2920","female","D        ","yes"
"2921","female","D        ","yes"
"2922","female","D        ","yes"
"2923","female","D        ","yes"
"2924","female","D        ","yes"
"2925","female","D        ","yes"
"2926","female","D        ","yes"
"2927","female","D        ","yes"
"2928","female","D        ","yes"
"2929","female","D        ","yes"
"2930","female","D        ","yes"
"2931","female","D        ","yes"
"2932","female","D        ","yes"
"2933","female","D        ","yes"
"2934","female","D        ","yes"
"2935","female","D        ","yes"
"2936","female","D        ","yes"
"2937","female","D        ","yes"
"2938","female","D        ","yes"
"2939","female","D        ","yes"
"2940","female","D        ","yes"
"2941","female","D        ","yes"
"2942","female","D        ","yes"
"2943","female","D        ","yes"
"2944","female","D        ","yes"
"2945","female","D        ","yes"
"2946","female","D        ","yes"
"2947","female","D        ","yes"
"2948","female","D        ","yes"
"2949","female","D        ","yes"
"2950","female","D        ","yes"
"2951","female","D        ","yes"
"2952","female","D        ","yes"
"2953","female","D        ","yes"
"2954","female","D        ","yes"
"2955","female","D        ","yes"
"2956","female","D        ","yes"
"2957","female","D        ","yes"
"2958","female","D        ","yes"
"2959","female","D        ","yes"
"2960","female","D        ","yes"
"2961","female","D        ","yes"
"2962","female","D        ","yes"
"2963","female","D        ","yes"
"2964","female","D        ","yes"
"2965","female","D        ","yes"
"2966","female","D        ","yes"
"2967","female","D        ","yes"
"2968","female","D        ","yes"
"2969","female","D        ","yes"
"2970","female","D        ","yes"
"2971","female","D        ","yes"
"2972","female","D        ","yes"
"2973","female","D        ","yes"
"2974","female","D        ","yes"
"2975","female","D        ","yes"
"2976","female","D        ","yes"
"2977","female","D        ","yes"
"2978","female","D        ","yes"
"2979","female","D        ","yes"
"2980","female","D        ","yes"
"2981","female","D        ","yes"
"2982","female","D        ","yes"
"2983","female","D        ","yes"
"2984","female","D        ","yes"
"2985","female","D        ","no"
"2986","female","D        ","no"
"2987","female","D        ","no"
"2988","female","D        ","no"
"2989","female","D        ","no"
"2990","female","D        ","no"
"2991","female","D        ","no"
"2992","female","D        ","no"
"2993","female","D        ","no"
"2994","female","D        ","no"
"2995","female","D        ","no"
"2996","female","D        ","no"
"2997","female","D        ","no"
"2998","female","D        ","no"
"2999","female","D        ","no"
"3000","female","D        ","no"
"3001","female","D        ","no"
"3002","female","D        ","no"
"3003","female","D        ","no"
"3004","female","D        ","no"
"3005","female","D        ","no"
"3006","female","D        ","no"
"3007","female","D        ","no"
"3008","female","D        ","no"
"3009","female","D        ","no"
"3010","female","D        ","no"
"3011","female","D        ","no"
"3012","female","D        ","no"
"3013","female","D        ","no"
"3014","female","D        ","no"
"3015","female","D        ","no"
"3016","female","D        ","no"
"3017","female","D        ","no"
"3018","female","D        ","no"
"3019","female","D        ","no"
"3020","female","D        ","no"
"3021","female","D        ","no"
"3022","female","D        ","no"
"3023","female","D        ","no"
"3024","female","D        ","no"
"3025","female","D        ","no"
"3026","female","D        ","no"
"3027","female","D        ","no"
"3028","female","D        ","no"
"3029","female","D        ","no"
"3030","female","D        ","no"
"3031","female","D        ","no"
"3032","female","D        ","no"
"3033","female","D        ","no"
"3034","female","D        ","no"
"3035","female","D        ","no"
"3036","female","D        ","no"
"3037","female","D        ","no"
"3038","female","D        ","no"
"3039","female","D        ","no"
"3040","female","D        ","no"
"3041","female","D        ","no"
"3042","female","D        ","no"
"3043","female","D        ","no"
"3044","female","D        ","no"
"3045","female","D        ","no"
"3046","female","D        ","no"
"3047","female","D        ","no"
"3048","female","D        ","no"
"3049","female","D        ","no"
"3050","female","D        ","no"
"3051","female","D        ","no"
"3052","female","D        ","no"
"3053","female","D        ","no"
"3054","female","D        ","no"
"3055","female","D        ","no"
"3056","female","D        ","no"
"3057","female","D        ","no"
"3058","female","D        ","no"
"3059","female","D        ","no"
"3060","female","D        ","no"
"3061","female","D        ","no"
"3062","female","D        ","no"
"3063","female","D        ","no"
"3064","female","D        ","no"
"3065","female","D        ","no"
"3066","female","D        ","no"
"3067","female","D        ","no"
"3068","female","D        ","no"
"3069","female","D        ","no"
"3070","female","D        ","no"
"3071","female","D        ","no"
"3072","female","D        ","no"
"3073","female","D        ","no"
"3074","female","D        ","no"
"3075","female","D        ","no"
"3076","female","D        ","no"
"3077","female","D        ","no"
"3078","female","D        ","no"
"3079","female","D        ","no"
"3080","female","D        ","no"
"3081","female","D        ","no"
"3082","female","D        ","no"
"3083","female","D        ","no"
"3084","female","D        ","no"
"3085","female","D        ","no"
"3086","female","D        ","no"
"3087","female","D        ","no"
"3088","female","D        ","no"
"3089","female","D        ","no"
"3090","female","D        ","no"
"3091","female","D        ","no"
"3092","female","D        ","no"
"3093","female","D        ","no"
"3094","female","D        ","no"
"3095","female","D        ","no"
"3096","female","D        ","no"
"3097","female","D        ","no"
"3098","female","D        ","no"
"3099","female","D        ","no"
"3100","female","D        ","no"
"3101","female","D        ","no"
"3102","female","D        ","no"
"3103","female","D        ","no"
"3104","female","D        ","no"
"3105","female","D        ","no"
"3106","female","D        ","no"
"3107","female","D        ","no"
"3108","female","D        ","no"
"3109","female","D        ","no"
"3110","female","D        ","no"
"3111","female","D        ","no"
"3112","female","D        ","no"
"3113","female","D        ","no"
"3114","female","D        ","no"
"3115","female","D        ","no"
"3116","female","D        ","no"
"3117","female","D        ","no"
"3118","female","D        ","no"
"3119","female","D        ","no"
"3120","female","D        ","no"
"3121","female","D        ","no"
"3122","female","D        ","no"
"3123","female","D        ","no"
"3124","female","D        ","no"
"3125","female","D        ","no"
"3126","female","D        ","no"
"3127","female","D        ","no"
"3128","female","D        ","no"
"3129","female","D        ","no"
"3130","female","D        ","no"
"3131","female","D        ","no"
"3132","female","D        ","no"
"3133","female","D        ","no"
"3134","female","D        ","no"
"3135","female","D        ","no"
"3136","female","D        ","no"
"3137","female","D        ","no"
"3138","female","D        ","no"
"3139","female","D        ","no"
"3140","female","D        ","no"
"3141","female","D        ","no"
"3142","female","D        ","no"
"3143","female","D        ","no"
"3144","female","D        ","no"
"3145","female","D        ","no"
"3146","female","D        ","no"
"3147","female","D        ","no"
"3148","female","D        ","no"
"3149","female","D        ","no"
"3150","female","D        ","no"
"3151","female","D        ","no"
"3152","female","D        ","no"
"3153","female","D        ","no"
"3154","female","D        ","no"
"3155","female","D        ","no"
"3156","female","D        ","no"
"3157","female","D        ","no"
"3158","female","D        ","no"
"3159","female","D        ","no"
"3160","female","D        ","no"
"3161","female","D        ","no"
"3162","female","D        ","no"
"3163","female","D        ","no"
"3164","female","D        ","no"
"3165","female","D        ","no"
"3166","female","D        ","no"
"3167","female","D        ","no"
"3168","female","D        ","no"
"3169","female","D        ","no"
"3170","female","D        ","no"
"3171","female","D        ","no"
"3172","female","D        ","no"
"3173","female","D        ","no"
"3174","female","D        ","no"
"3175","female","D        ","no"
"3176","female","D        ","no"
"3177","female","D        ","no"
"3178","female","D        ","no"
"3179","female","D        ","no"
"3180","female","D        ","no"
